Id,Attrition
273,8.10E-01
274,3.71E-01
275,6.58E-01
276,3.62E-01
277,4.81E-01
278,3.18E-01
279,3.74E-01
280,2.81E-01
281,6.73E-01
282,6.25E-01
283,3.87E-01
284,2.70E-01
285,5.47E-01
286,7.52E-01
287,3.66E-01
288,4.47E-01
289,2.15E-01
290,3.82E-01
291,6.59E-01
292,2.73E-01
293,3.55E-01
294,4.51E-01
295,2.22E-01
296,6.21E-01
297,3.48E-01
298,2.83E-01
299,4.82E-01
300,2.86E-01
301,1.96E-01
302,1.44E-01
303,3.31E-01
304,7.36E-01
305,2.63E-01
306,2.20E-01
307,2.87E-01
308,2.64E-01
309,2.69E-01
310,1.73E-01
311,3.07E-01
312,4.56E-01
313,6.47E-01
314,3.05E-01
315,4.14E-01
316,7.37E-01
317,6.52E-01
318,3.70E-01
319,2.13E-01
320,5.24E-01
321,2.74E-01
322,2.76E-01
323,2.54E-01
324,4.89E-01
325,7.44E-01
326,2.78E-01
327,7.53E-01
328,6.73E-01
329,3.89E-01
330,5.78E-01
331,5.59E-01
332,5.10E-01
333,3.94E-01
334,2.86E-01
335,5.37E-01
336,2.16E-01
337,4.39E-01
338,3.30E-01
339,3.08E-01
340,6.40E-01
341,4.04E-01
342,6.69E-01
343,1.63E-01
344,6.80E-01
345,6.15E-01
346,4.24E-01
347,3.68E-01
348,2.34E-01
349,1.56E-01
350,4.17E-01
351,1.41E-01
352,1.98E-01
353,2.98E-01
354,3.56E-01
355,1.74E-01
356,7.34E-01
357,6.50E-01
358,2.19E-01
359,2.48E-01
360,6.71E-01
361,1.65E-01
362,2.61E-01
363,2.97E-01
364,2.85E-01
365,7.87E-01
366,2.84E-01
367,5.78E-01
368,4.60E-01
369,3.99E-01
370,4.72E-01
371,3.35E-01
372,2.49E-01
373,2.42E-01
374,6.29E-01
375,5.37E-01
376,2.86E-01
377,6.59E-01
378,4.74E-01
379,4.50E-01
380,1.80E-01
381,6.88E-01
382,3.27E-01
383,2.59E-01
384,1.73E-01
385,6.17E-01
386,6.75E-01
387,7.72E-01
388,7.62E-01
389,4.73E-01
390,5.70E-01
391,1.39E-01
392,1.12E-01
393,2.77E-01
394,3.37E-01
395,1.63E-01
396,3.07E-01
397,6.92E-01
398,1.56E-01
399,1.83E-01
400,2.35E-01
401,2.55E-01
402,1.78E-01
403,5.15E-01
404,5.77E-01
405,3.41E-01
406,1.91E-01
407,2.07E-01
408,7.05E-01
409,3.64E-01
410,4.74E-01
411,2.84E-01
412,2.11E-01
413,4.61E-01
414,3.57E-01
415,2.30E-01
416,2.03E-01
417,7.95E-01
418,3.28E-01
419,2.51E-01
420,4.34E-01
421,5.88E-01
422,6.30E-01
423,2.27E-01
424,4.71E-01
425,3.10E-01
426,2.21E-01
427,4.33E-01
428,3.39E-01
429,2.74E-01
430,5.13E-01
431,3.34E-01
432,1.76E-01
433,2.13E-01
434,2.56E-01
435,3.04E-01
436,2.72E-01
437,2.79E-01
438,1.62E-01
439,2.18E-01
440,2.30E-01
441,3.95E-01
442,4.09E-01
443,3.08E-01
444,1.84E-01
445,4.25E-01
446,2.01E-01
447,2.26E-01
448,2.90E-01
449,1.48E-01
450,3.09E-01
451,2.54E-01
452,3.03E-01
453,6.58E-01
454,5.37E-01
455,2.70E-01
456,2.02E-01
457,5.71E-01
458,4.48E-01
459,6.74E-01
460,3.51E-01
461,2.11E-01
462,2.18E-01
463,7.35E-01
464,4.23E-01
465,6.96E-01
466,4.15E-01
467,7.61E-01
468,5.59E-01
469,2.99E-01
470,3.26E-01
