Id,Attrition
132,2.73E-02
133,6.06E-02
134,6.51E-01
135,1.28E-02
136,1.36E-01
137,9.82E-01
138,1.08E-01
139,8.01E-01
140,1.27E-02
141,1.97E-01
142,5.66E-02
143,2.70E-01
144,3.49E-02
145,1.82E-01
146,7.20E-01
147,3.66E-01
148,7.48E-01
149,1.87E-01
150,8.97E-01
151,8.04E-01
152,8.24E-01
153,1.59E-01
154,8.63E-01
155,2.79E-02
156,1.58E-01
157,3.86E-02
158,3.59E-01
159,1.50E-01
160,5.57E-02
161,8.02E-01
162,3.53E-01
163,1.17E-01
164,1.65E-02
165,1.93E-01
166,4.51E-01
167,3.60E-01
168,8.06E-01
169,1.22E-02
170,4.48E-02
171,1.33E-01
172,1.20E-02
173,4.02E-01
174,7.41E-01
175,6.06E-02
176,3.03E-01
177,1.81E-01
178,5.36E-01
179,8.50E-02
180,5.21E-01
181,1.75E-01
182,3.50E-01
183,9.41E-01
184,6.75E-02
185,9.27E-01
186,2.57E-02
187,4.09E-02
188,1.49E-01
189,7.19E-03
190,5.08E-02
191,3.95E-01
192,1.34E-01
193,1.08E-02
194,3.83E-01
195,9.16E-01
196,7.11E-01
197,4.07E-01
198,4.05E-01
199,8.29E-02
200,3.76E-01
201,2.65E-01
202,6.67E-01
203,9.69E-01
204,9.35E-02
205,5.09E-01
206,1.29E-01
207,9.42E-01
208,1.17E-01
209,3.10E-01
210,8.58E-01
211,8.65E-01
212,3.10E-01
213,2.52E-01
214,2.71E-01
215,9.06E-01
216,6.38E-01
217,8.79E-01
218,1.16E-01
219,1.76E-01
220,8.52E-02
221,4.45E-01
222,3.89E-01
223,6.25E-01
224,3.99E-01
225,8.30E-01
226,8.19E-02
227,8.12E-01
228,6.54E-02
229,5.33E-01
230,4.52E-02
231,7.88E-01
232,1.75E-01
233,6.11E-01
234,2.79E-01
235,3.35E-02
236,2.61E-01
237,1.73E-01
238,2.37E-02
239,8.54E-01
240,2.71E-01
241,2.56E-01
242,7.59E-02
243,6.62E-01
244,6.37E-01
245,2.92E-02
246,3.36E-03
247,9.22E-01
248,2.91E-01
249,6.70E-04
250,2.68E-02
251,6.04E-02
252,3.60E-02
253,1.47E-01
254,1.48E-01
255,1.48E-01
256,9.83E-01
257,3.36E-02
258,2.52E-01
259,2.33E-01
260,2.62E-01
261,8.99E-02
262,3.34E-01
263,8.18E-01
264,8.02E-01
265,6.70E-01
266,8.16E-01
267,6.07E-02
268,1.91E-01
269,8.17E-01
270,5.41E-02
271,1.74E-01
272,8.77E-01
273,9.84E-01
274,4.00E-01
275,8.91E-01
276,3.74E-01
277,3.14E-01
278,2.28E-01
279,1.48E-01
280,6.85E-01
281,1.57E-01
282,3.90E-01
283,1.99E-01
284,5.49E-02
285,6.78E-01
286,9.21E-01
287,2.93E-01
288,6.60E-01
289,6.90E-02
290,1.41E-01
291,9.16E-01
292,3.57E-01
293,3.13E-01
294,2.68E-01
295,5.42E-02
296,1.15E-01
297,1.75E-01
298,3.37E-02
299,7.12E-01
300,1.02E-01
301,1.39E-01
302,3.63E-01
303,1.94E-01
304,9.42E-01
305,6.01E-02
306,3.20E-02
307,4.19E-01
308,6.42E-01
309,2.03E-02
310,6.69E-02
311,3.92E-01
312,7.44E-01
313,4.97E-01
314,3.79E-01
315,5.32E-01
316,8.36E-01
317,5.39E-01
318,4.44E-01
319,1.00E-01
320,2.73E-01
321,1.52E-01
322,3.48E-01
323,3.20E-02
324,1.86E-01
325,7.76E-01
326,5.02E-01
327,8.62E-01
328,9.52E-01
329,7.84E-01
330,7.58E-02
331,1.09E-01
332,7.29E-01
333,1.75E-01
334,2.44E-01
335,4.62E-01
336,6.29E-03
337,1.63E-01
338,1.16E-01
339,5.50E-01
340,8.61E-01
341,6.83E-01
342,7.77E-01
343,4.23E-03
344,8.51E-01
345,5.69E-01
346,1.72E-01
347,4.17E-01
348,3.33E-01
349,7.44E-02
350,4.92E-01
351,3.95E-02
352,8.76E-02
353,8.49E-01
354,2.08E-01
355,7.84E-02
356,9.01E-01
357,8.82E-01
358,4.72E-02
359,1.95E-01
360,3.14E-01
361,4.32E-01
362,3.56E-02
363,1.64E-02
364,2.29E-01
365,8.97E-01
366,1.80E-01
367,3.69E-01
368,5.44E-01
369,1.02E-01
370,4.31E-01
371,2.96E-01
372,2.70E-02
373,4.15E-02
374,7.10E-01
375,8.84E-01
376,1.07E-01
377,8.00E-01
378,8.19E-01
379,7.40E-01
380,5.13E-02
381,9.32E-01
382,2.15E-01
383,2.80E-01
384,9.46E-02
385,9.06E-01
386,8.38E-01
387,7.10E-01
388,8.90E-01
389,8.72E-01
390,4.55E-01
391,9.29E-02
392,2.27E-02
393,5.55E-01
394,2.00E-01
395,6.89E-02
396,5.14E-01
397,8.86E-01
398,7.40E-04
399,8.75E-02
400,4.42E-01
401,2.71E-01
402,3.87E-02
403,6.98E-01
404,4.24E-01
405,3.97E-01
406,1.03E-02
407,4.86E-02
408,7.78E-01
409,2.34E-01
410,4.22E-01
411,5.65E-01
412,5.90E-02
413,4.86E-01
414,7.35E-02
415,4.44E-01
416,8.60E-03
417,8.97E-01
418,5.29E-01
419,3.01E-02
420,1.04E-01
421,7.63E-01
422,7.45E-01
423,8.67E-02
424,3.68E-01
425,4.60E-01
426,4.14E-03
427,4.46E-01
428,4.26E-01
429,2.14E-01
430,4.56E-01
431,5.52E-02
432,1.59E-01
433,1.75E-01
434,1.20E-02
435,5.44E-02
436,4.57E-03
437,3.10E-01
438,1.87E-02
439,1.69E-02
440,1.37E-01
441,7.64E-01
442,2.82E-01
443,2.48E-01
444,1.17E-02
445,6.95E-01
446,4.05E-02
447,2.95E-02
448,5.73E-01
449,2.49E-01
450,5.51E-01
451,1.89E-01
452,1.47E-01
453,8.92E-01
454,7.41E-01
455,3.87E-01
456,4.10E-02
457,8.89E-01
458,5.99E-01
459,8.03E-01
460,8.06E-02
461,8.32E-03
462,2.38E-02
463,8.92E-01
464,6.38E-01
465,6.63E-01
466,4.71E-01
467,9.50E-01
468,2.21E-01
469,4.65E-01
470,7.46E-02
