Id,Attrition
173,5.51E-01
174,3.83E-01
175,5.29E-02
176,3.37E-01
177,3.46E-02
178,2.50E-01
179,5.13E-02
180,6.15E-01
181,2.82E-01
182,7.08E-01
183,4.22E-01
184,3.14E-01
185,8.48E-01
186,4.35E-01
187,2.22E-01
188,2.82E-02
189,6.52E-02
190,1.25E-01
191,3.83E-01
192,1.83E-01
193,7.30E-02
194,4.90E-01
195,7.87E-01
196,5.52E-01
197,2.26E-01
198,5.86E-01
199,1.26E-01
200,9.40E-02
201,3.06E-01
202,6.41E-01
203,6.89E-01
204,3.39E-01
205,4.93E-01
206,1.29E-01
207,8.70E-01
208,1.10E-01
209,3.47E-01
210,5.82E-01
211,4.97E-01
212,2.78E-01
213,1.76E-01
214,3.73E-01
215,6.56E-01
216,6.28E-01
217,8.21E-01
218,9.51E-02
219,8.56E-02
220,1.17E-01
221,4.04E-01
222,2.47E-01
223,1.46E-01
224,2.38E-01
225,3.60E-01
226,8.59E-02
227,3.98E-01
228,1.28E-01
229,3.99E-02
230,7.12E-02
231,7.63E-01
232,4.08E-01
233,4.11E-01
234,2.08E-01
235,8.67E-02
236,1.44E-01
237,1.74E-01
238,6.09E-02
239,7.77E-01
240,6.69E-02
241,2.01E-01
242,1.65E-01
243,7.42E-01
244,5.84E-01
245,7.47E-02
246,8.28E-03
247,9.30E-01
248,1.33E-01
249,7.08E-02
250,7.57E-02
251,9.16E-02
252,1.43E-02
253,5.02E-02
254,2.88E-01
255,1.08E-01
256,9.45E-01
257,6.03E-02
258,1.65E-01
259,7.20E-02
260,7.04E-01
261,6.90E-02
262,1.68E-01
263,6.92E-01
264,6.96E-01
265,4.33E-01
266,3.47E-01
267,1.24E-01
268,5.22E-02
269,6.92E-01
270,1.71E-02
271,1.30E-01
272,5.19E-01
273,9.47E-01
274,1.67E-01
275,8.60E-01
276,1.50E-01
277,3.73E-01
278,1.60E-01
279,1.22E-01
280,5.88E-02
281,7.85E-01
282,2.98E-01
283,1.53E-01
284,1.43E-01
285,5.34E-01
286,8.63E-01
287,3.27E-01
288,5.12E-01
289,8.88E-02
290,2.30E-01
291,7.89E-01
292,1.88E-01
293,2.03E-01
294,2.29E-01
295,4.43E-02
296,2.75E-01
297,8.77E-02
298,6.75E-02
299,5.98E-01
300,9.17E-02
301,9.47E-02
302,4.50E-02
303,1.48E-01
304,9.48E-01
305,8.81E-02
306,4.75E-02
307,2.53E-01
308,1.01E-01
309,1.06E-01
310,1.80E-02
311,2.68E-01
312,5.96E-01
313,3.69E-01
314,2.10E-01
315,3.00E-01
316,8.60E-01
317,4.56E-01
318,4.00E-01
319,4.70E-02
320,3.55E-01
321,3.35E-01
322,1.60E-01
323,7.31E-02
324,6.49E-02
325,6.37E-01
326,1.56E-01
327,9.05E-01
328,7.54E-01
329,2.92E-01
330,2.75E-01
331,2.77E-01
332,3.39E-01
333,1.67E-01
334,1.87E-01
335,4.87E-01
336,5.46E-02
337,2.96E-01
338,2.23E-01
339,3.12E-01
340,6.60E-01
341,6.89E-02
342,7.83E-01
343,9.60E-02
344,7.45E-01
345,4.57E-01
346,2.72E-01
347,2.58E-01
348,1.89E-01
349,5.38E-02
350,4.09E-01
351,2.37E-02
352,5.25E-02
353,3.17E-01
354,8.72E-02
355,3.14E-02
356,7.37E-01
357,8.28E-01
358,1.42E-01
359,9.12E-02
360,4.83E-01
361,3.95E-02
362,2.96E-02
363,1.23E-01
364,8.53E-02
365,9.02E-01
366,6.64E-02
367,4.12E-01
368,2.50E-01
369,4.53E-01
370,4.07E-01
371,1.20E-01
372,8.64E-02
373,5.82E-02
374,7.07E-01
375,7.62E-01
376,5.57E-02
377,6.87E-01
378,4.38E-01
379,5.99E-01
380,2.41E-02
381,3.57E-01
382,2.27E-01
383,7.13E-02
384,5.65E-02
385,8.05E-01
386,6.58E-01
387,6.58E-01
388,8.07E-01
389,4.07E-01
390,4.46E-01
391,7.47E-02
392,1.00E-02
393,2.40E-01
394,1.52E-01
395,7.51E-02
396,2.41E-01
397,7.67E-01
398,1.18E-02
399,1.62E-02
400,1.23E-01
401,1.41E-01
402,3.47E-02
403,3.39E-01
404,5.56E-01
405,1.71E-01
406,9.97E-02
407,3.24E-02
408,6.22E-01
409,1.12E-01
410,1.73E-01
411,1.68E-01
412,6.85E-02
413,2.22E-01
414,6.79E-02
415,1.04E-01
416,5.53E-02
417,9.20E-01
418,2.51E-01
419,1.35E-01
420,2.10E-01
421,6.12E-01
422,7.28E-01
423,1.57E-02
424,3.53E-01
425,1.91E-01
426,6.81E-02
427,1.88E-01
428,2.54E-01
429,1.30E-01
430,2.65E-01
431,8.94E-02
432,5.63E-02
433,1.40E-01
434,3.77E-02
435,1.86E-01
436,7.28E-02
437,1.58E-01
438,3.55E-02
439,8.05E-02
440,1.10E-01
441,2.76E-01
442,2.60E-01
443,2.99E-01
444,2.94E-02
445,4.86E-01
446,9.39E-02
447,1.26E-01
448,1.92E-01
449,1.25E-01
450,5.45E-01
451,2.34E-01
452,1.41E-01
453,9.04E-01
454,4.62E-01
455,1.63E-01
456,8.13E-02
457,5.58E-01
458,3.48E-01
459,6.14E-01
460,2.33E-01
461,5.46E-02
462,1.19E-01
463,7.49E-01
464,2.93E-01
465,7.04E-01
466,2.46E-01
467,9.20E-01
468,3.62E-01
469,1.56E-01
470,2.48E-01
